Species,Latin Name,Year,Queens,Workers,Males,Unknown 
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,3,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,2,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Forest Cuckoo Bumblebee,BOMBUS sylvestris,2015,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,3,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,2,0
Common Carder,BOMBUS pascuorum,2015,2,2,0,0
Common Carder,BOMBUS pascuorum,2015,1,1,0,0
Common Carder,BOMBUS pascuorum,2015,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,7,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,2,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,3,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,5,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,1,0,0
Heath Bumblebee,BOMBUS jonellus,2015,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,1,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,1,0,0
Garden Bumblebee,BOMBUS hortorum,2015,2,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Heath Bumblebee,BOMBUS jonellus,2015,1,0,0,0
Heath Bumblebee,BOMBUS jonellus,2015,2,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Heath Bumblebee,BOMBUS jonellus,2015,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,1,0,0
Garden Bumblebee,BOMBUS hortorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,2,0
Common Carder,BOMBUS pascuorum,2015,3,0,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Brown-banded Carder,BOMBUS humilis,2015,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,3,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,3,0,0
Common Carder,BOMBUS pascuorum,2015,0,3,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,3,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,4,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,2,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,3,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,5,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,4,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,3,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,12,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2015,1,0,0,0
Indet. Bee,Bombus sp.,2015,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,4,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,7,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,1,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,1,0,0
Indet. Bee,Bombus sp.,2015,3,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,1,0,0
Indet. Bee,Bombus sp.,2015,3,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,8,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,2,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,3,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,4,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,3,0,0
Brown-banded Carder,BOMBUS humilis,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,3,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,3,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,19,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,3,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,9,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Heath Bumblebee,BOMBUS jonellus,2015,0,0,1,0
Heath Bumblebee,BOMBUS jonellus,2015,0,0,1,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2015,3,0,3,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,2,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,3,2,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,6,0
Forest Cuckoo Bumblebee,BOMBUS sylvestris,2015,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Common Carder,BOMBUS pascuorum,2015,2,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,10,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,4,0,0
Common Carder,BOMBUS pascuorum,2015,3,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,1,0,0
Common Carder,BOMBUS pascuorum,2015,8,5,0,0
Common Carder,BOMBUS pascuorum,2015,1,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,2,0
Garden Bumblebee,BOMBUS hortorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,3,2,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,4,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,6,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,4,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2015,3,5,4,0
Common Carder,BOMBUS pascuorum,2015,6,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,9,4,0
Common Carder,BOMBUS pascuorum,2015,20,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,4,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,3,3,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,3,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,4,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,0,4,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,4,0,0
Common Carder,BOMBUS pascuorum,2015,3,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,4,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,4,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,0,0
Common Carder,BOMBUS pascuorum,2015,7,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,4,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Forest Cuckoo Bumblebee,BOMBUS sylvestris,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,3,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,0,1,0
Heath Bumblebee,BOMBUS jonellus,2015,0,0,1,0
Heath Bumblebee,BOMBUS jonellus,2015,0,0,1,0
Indet. Bee,Bombus sp.,2015,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,0,1,0
Heath Bumblebee,BOMBUS jonellus,2015,0,0,4,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Common Carder,BOMBUS pascuorum,2015,0,0,1,0
Heath Bumblebee,BOMBUS jonellus,2015,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,2,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,2,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,4,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,3,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,4,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,4,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Southern Cuckoo Bumblebee,BOMBUS vestalis,2015,0,2,0,0
Southern Cuckoo Bumblebee,BOMBUS vestalis,2015,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,4,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,11,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,1,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Common Carder,BOMBUS pascuorum,2015,3,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Forest Cuckoo Bumblebee,BOMBUS sylvestris,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Common Carder,BOMBUS pascuorum,2015,1,2,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Common Carder,BOMBUS pascuorum,2015,0,2,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,3,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Garden Bumblebee,BOMBUS hortorum,2015,1,0,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Southern Cuckoo Bumblebee,BOMBUS vestalis,2015,1,0,0,0
Southern Cuckoo Bumblebee,BOMBUS vestalis,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,4,5,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Forest Cuckoo Bumblebee,BOMBUS sylvestris,2015,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,2,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2015,2,0,7,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,0,18,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,2,0
Heath Bumblebee,BOMBUS jonellus,2015,0,2,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Heath Bumblebee,BOMBUS jonellus,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,1,0
Common Carder,BOMBUS pascuorum,2015,0,2,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,2,1,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,5,3,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,2,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,2,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,2,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Heath Bumblebee,BOMBUS jonellus,2015,0,0,1,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,2,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,3,0
Early Bumblebee,BOMBUS pratorum,2015,0,5,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,5,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,2,0,3,0
Garden Bumblebee,BOMBUS hortorum,2015,1,0,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,14,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,2,4,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,2,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Common Carder,BOMBUS pascuorum,2015,1,1,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,0,1,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,1,0,0
Tree Bumblebee,BOMBUS hypnorum,2015,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,3,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,3,0,0
Common Carder,BOMBUS pascuorum,2015,0,2,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,3,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,8,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,16,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2015,1,0,0,0
Honeybee,APIS mellifera,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,0,4,0,0
Indet. Bee,Bombus sp.,2015,0,0,0,0
Indet. Bee,Bombus sp.,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,2,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,0,2,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2015,0,8,0,0
Common Carder,BOMBUS pascuorum,2015,2,4,0,0
Early Bumblebee,BOMBUS pratorum,2015,0,2,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,1,3,0,0
Early Bumblebee,BOMBUS pratorum,2015,1,0,0,0
Garden Bumblebee,BOMBUS hortorum,2015,1,0,0,0
Honeybee,APIS mellifera,2015,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,2,0,0,0
Brown-banded Carder,BOMBUS humilis,2015,2,3,0,0
Honeybee,APIS mellifera,2015,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
Honeybee,APIS mellifera,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,1,0,0
Garden Bumblebee,BOMBUS hortorum,2015,1,2,0,0
Honeybee,APIS mellifera,2015,0,0,0,0
Honeybee,APIS mellifera,2015,0,6,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,2,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,2,0,0,0
Honeybee,APIS mellifera,2015,0,0,0,20
a white-tailed bumblebee,BOMBUS lucorum s.l.,2015,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2015,0,1,0,0
Common Carder,BOMBUS pascuorum,2015,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2015,1,0,0,0
nan,nan,2016,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
Common Carder,BOMBUS pascuorum,2016,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2016,1,0,0,0
Indet. Bee,Bombus sp.,2016,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2016,1,0,0,0
Indet. Bee,Bombus sp.,2016,1,0,0,0
