Species,Latin Name,Year,Queens,Workers,Males,Unknown 
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,3,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,2,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
nan,nan,2017,0,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Common Carder,BOMBUS pascuorum,2017,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2017,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2017,0,1,0,0
Common Carder,BOMBUS pascuorum,2017,0,1,0,0
Indet. Bee,Bombus sp.,2017,1,0,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,3
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,1,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,2
Indet. Bee,Bombus sp.,2018,0,0,0,3
nan,BOMBUS pascuorum,2018,0,0,0,2
Indet. Bee,Bombus sp.,2018,0,0,0,2
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS terrestris,2018,0,0,0,2
nan,BOMBUS pascuorum,2018,0,2,0,1
nan,BOMBUS lapidarius,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,3,6,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,2,3,0
nan,BOMBUS terrestris,2018,1,0,0,0
nan,BOMBUS terrestris,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,1,1,0
nan,BOMBUS pascuorum,2018,0,3,2,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,2,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,4,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS lucorum s.l.,2018,1,0,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS terrestris,2018,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,2,0
nan,BOMBUS pascuorum,2018,0,0,1,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,5,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,4,0
Indet. Bee,Bombus sp.,2018,0,0,0,9
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,1,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,0,4
nan,BOMBUS terrestris,2018,1,0,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,8
Indet. Bee,Bombus sp.,2018,0,0,0,2
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,1,1
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,1
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,2
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,3,0,0
nan,BOMBUS terrestris,2018,0,1,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,1
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS terrestris,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,0,2
nan,BOMBUS lapidarius,2018,0,0,1,0
Indet. Bee,Bombus sp.,2018,0,0,0,3
nan,BOMBUS pascuorum,2018,0,0,0,2
nan,BOMBUS terrestris,2018,0,0,1,0
Indet. Bee,Bombus sp.,2018,0,0,0,2
nan,BOMBUS pascuorum,2018,0,0,1,0
Indet. Bee,Bombus sp.,2018,0,0,0,7
nan,BOMBUS pascuorum,2018,0,0,4,5
nan,BOMBUS pascuorum,2018,0,0,1,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,2
nan,BOMBUS pascuorum,2018,0,0,1,2
nan,BOMBUS pascuorum,2018,1,0,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,5
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pratorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
Honeybee,APIS mellifera,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,1,0
nan,BOMBUS pascuorum,2018,0,3,1,0
nan,BOMBUS pascuorum,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,6,0,0
nan,BOMBUS pascuorum,2018,0,6,0,0
Honeybee,APIS mellifera,2018,0,5,0,0
nan,BOMBUS pascuorum,2018,0,3,0,0
Honeybee,APIS mellifera,2018,0,3,0,0
nan,BOMBUS hortorum,2018,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
nan,BOMBUS bohemicus,2018,0,0,1,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
nan,BOMBUS lucorum s.l.,2018,0,2,0,0
nan,BOMBUS terrestris,2018,0,0,2,0
nan,BOMBUS pascuorum,2018,0,0,1,0
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,4
nan,BOMBUS pascuorum,2018,0,0,0,1
Honeybee,APIS mellifera,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
Honeybee,APIS mellifera,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
Honeybee,APIS mellifera,2018,0,5,0,0
Honeybee,APIS mellifera,2018,0,5,0,0
nan,BOMBUS pascuorum,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
Honeybee,APIS mellifera,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,4,0,0
Honeybee,APIS mellifera,2018,0,2,0,0
Honeybee,APIS mellifera,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,13,0,0
nan,BOMBUS pascuorum,2018,0,7,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,2,0,0
nan,BOMBUS terrestris,2018,1,0,0,0
Honeybee,APIS mellifera,2018,0,3,0,0
Honeybee,APIS mellifera,2018,0,5,0,0
Honeybee,APIS mellifera,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,0,2
Indet. Bee,Bombus sp.,2018,0,0,0,1
Honeybee,APIS mellifera,2018,0,1,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,1
Honeybee,APIS mellifera,2018,0,1,0,0
Indet. Bee,Bombus sp.,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,2,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,2,0,0
Honeybee,APIS mellifera,2018,0,0,0,4
nan,BOMBUS pascuorum,2018,0,1,2,0
Honeybee,APIS mellifera,2018,0,0,0,6
nan,BOMBUS pascuorum,2018,0,0,0,2
Indet. Bee,Bombus sp.,2018,0,0,0,1
Honeybee,APIS mellifera,2018,0,0,0,2
nan,BOMBUS pascuorum,2018,0,3,3,5
nan,BOMBUS pascuorum,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,11,0,0
nan,BOMBUS terrestris,2018,3,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,5,0,0
nan,BOMBUS terrestris,2018,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,4,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,4,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,4,0,0
nan,BOMBUS lucorum s.l.,2018,1,0,0,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
nan,BOMBUS pascuorum,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS lapidarius,2016,0,0,3,0
nan,BOMBUS pascuorum,2016,0,0,2,0
nan,BOMBUS pascuorum,2016,0,0,2,0
nan,BOMBUS pascuorum,2016,0,0,2,0
nan,BOMBUS pascuorum,2016,0,2,11,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS pratorum,2016,0,1,0,0
nan,BOMBUS pascuorum,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,0,2,0
nan,BOMBUS pascuorum,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,0,2,0
nan,BOMBUS pascuorum,2016,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,3,0,0
nan,BOMBUS lapidarius,2016,0,0,3,0
nan,BOMBUS lapidarius,2016,0,0,2,0
nan,BOMBUS pascuorum,2016,0,0,2,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS pascuorum,2016,0,2,0,0
nan,BOMBUS pascuorum,2016,0,0,1,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
nan,BOMBUS pascuorum,2016,0,2,2,0
nan,BOMBUS lapidarius,2016,0,0,6,0
nan,BOMBUS pascuorum,2016,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,0,2,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
nan,BOMBUS pascuorum,2016,0,10,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,2,0,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS lapidarius,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS lapidarius,2016,0,0,1,0
Indet. Bee,Bombus sp.,2016,0,0,0,2
nan,BOMBUS pascuorum,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,21,0,0
nan,BOMBUS lapidarius,2016,0,0,22,0
nan,BOMBUS lapidarius,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS lapidarius,2016,0,0,1,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS lapidarius,2016,0,0,1,0
nan,BOMBUS lapidarius,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,2,0,0
nan,BOMBUS lapidarius,2016,0,0,12,0
Indet. Bee,Bombus sp.,2016,0,0,0,1
nan,BOMBUS pascuorum,2016,0,2,0,0
nan,COLLETES hederae,2018,0,0,0,8
Honeybee,APIS mellifera,2018,0,6,0,0
nan,BOMBUS terrestris,2018,0,0,0,3
nan,COLLETES hederae,2018,0,0,0,2
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS lapidarius,2018,0,1,0,0
nan,BOMBUS terrestris,2018,0,1,1,0
Honeybee,APIS mellifera,2018,0,8,0,0
nan,BOMBUS pascuorum,2018,0,5,0,0
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,COLLETES hederae,2018,17,0,0,0
Honeybee,APIS mellifera,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,1
Honeybee,APIS mellifera,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,10,0,0
nan,BOMBUS pascuorum,2018,0,16,0,0
nan,BOMBUS lucorum s.l.,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS humilis,2018,0,0,4,0
nan,BOMBUS pascuorum,2018,0,9,27,0
nan,BOMBUS pascuorum,2018,0,6,24,0
nan,BOMBUS humilis,2018,0,0,2,0
nan,BOMBUS humilis,2018,0,1,1,0
nan,BOMBUS pascuorum,2018,0,5,10,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,2,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,1,1,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
nan,BOMBUS terrestris,2018,1,0,0,0
nan,BOMBUS lucorum s.l.,2018,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,2,0,0
nan,BOMBUS lucorum s.l.,2018,1,0,0,0
nan,BOMBUS terrestris,2018,1,0,0,0
nan,BOMBUS lucorum s.l.,2018,0,0,0,2
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,2,0,0
nan,BOMBUS terrestris,2018,1,0,0,0
nan,BOMBUS lucorum s.l.,2018,0,0,1,1
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,11,0,0
nan,BOMBUS terrestris,2018,1,0,0,0
nan,BOMBUS hortorum,2018,0,1,0,0
nan,BOMBUS lucorum s.l.,2018,0,0,1,0
nan,BOMBUS terrestris,2018,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,4,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,1
Honeybee,APIS mellifera,2018,0,1,0,0
nan,BOMBUS hortorum,2018,1,0,2,0
nan,BOMBUS pascuorum,2018,0,0,1,0
Honeybee,APIS mellifera,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,2,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,7,3,0,0
nan,BOMBUS pascuorum,2016,1,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,1,0,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,0
nan,BOMBUS pascuorum,2018,2,1,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,0
nan,BOMBUS pascuorum,2017,0,1,0,0
nan,BOMBUS pascuorum,2017,0,6,2,0
nan,BOMBUS pascuorum,2017,0,0,1,0
nan,BOMBUS pascuorum,2015,0,0,13,0
nan,BOMBUS pascuorum,2015,0,0,2,0
nan,BOMBUS pascuorum,2016,0,0,7,0
nan,BOMBUS pascuorum,2016,0,4,0,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS pascuorum,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS pascuorum,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,1,0,0
nan,BOMBUS hortorum,2016,0,1,0,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS pascuorum,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS pascuorum,2016,0,1,0,0
nan,BOMBUS pascuorum,2016,0,3,0,0
nan,BOMBUS pascuorum,2016,0,0,5,0
nan,BOMBUS terrestris,2018,0,0,1,0
nan,BOMBUS terrestris,2018,0,0,1,0
nan,BOMBUS lapidarius,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2016,0,0,2,0
nan,BOMBUS lapidarius,2016,0,0,2,0
nan,BOMBUS pascuorum,2016,0,2,0,0
nan,BOMBUS pascuorum,2016,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2016,0,0,1,0
nan,BOMBUS pascuorum,2016,0,4,0,0
nan,BOMBUS pascuorum,2016,0,0,7,0
nan,BOMBUS lapidarius,2016,0,0,4,0
nan,BOMBUS pascuorum,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,11,0,0
Indet. Bee,Bombus sp.,2018,1,0,0,0
Honeybee,APIS mellifera,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,5,0,0
nan,BOMBUS pascuorum,2018,0,6,0,0
nan,BOMBUS terrestris,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,5,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS lucorum s.l.,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,10,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS lapidarius,2018,0,2,0,0
nan,BOMBUS lapidarius,2018,0,1,0,0
nan,BOMBUS lapidarius,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,3,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,1,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,1
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,0,2
nan,BOMBUS terrestris,2018,2,0,2,0
Indet. Bee,Bombus sp.,2018,0,0,0,1
Honeybee,APIS mellifera,2018,0,2,0,0
nan,BOMBUS terrestris,2018,0,0,3,0
nan,BOMBUS pascuorum,2018,0,0,0,5
nan,BOMBUS terrestris,2018,0,0,1,0
Honeybee,APIS mellifera,2018,0,2,0,0
Honeybee,APIS mellifera,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,3
nan,BOMBUS pascuorum,2018,0,0,2,1
nan,BOMBUS pascuorum,2018,0,0,0,3
nan,BOMBUS pascuorum,2018,0,0,0,3
nan,BOMBUS pascuorum,2018,0,0,0,1
Indet. Bee,Bombus sp.,2018,0,0,0,1
Honeybee,APIS mellifera,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,2,0,1
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,5,0,0
nan,BOMBUS terrestris,2018,1,0,0,0
Honeybee,APIS mellifera,2018,0,3,0,0
Honeybee,APIS mellifera,2018,0,5,0,0
nan,BOMBUS terrestris,2018,0,0,3,0
nan,BOMBUS pascuorum,2018,1,2,0,1
nan,BOMBUS pascuorum,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,11,0,0
nan,BOMBUS pascuorum,2018,0,0,0,4
Honeybee,APIS mellifera,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,3,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS terrestris,2018,1,0,0,0
nan,BOMBUS pascuorum,2018,0,0,0,1
Honeybee,APIS mellifera,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,0,2
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,2,0,0
nan,BOMBUS pratorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS lapidarius,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS lucorum s.l.,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,1,0,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,7,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
Honeybee,APIS mellifera,2018,0,5,0,0
nan,BOMBUS pascuorum,2018,0,0,2,0
nan,BOMBUS pascuorum,2018,0,0,2,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,2,2
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS terrestris,2018,1,0,0,0
nan,BOMBUS pascuorum,2018,2,0,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
nan,BOMBUS barbutellus,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,3,0
nan,BOMBUS lucorum s.l.,2018,1,0,0,0
nan,COLLETES hederae,2018,0,0,0,0
nan,BOMBUS pascuorum,2018,0,0,0,1
Indet. Bee,Bombus sp.,2018,0,0,0,1
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2018,0,1,0,0
nan,BOMBUS humilis,2018,0,0,1,0
nan,BOMBUS lapidarius,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,12,0,0
nan,BOMBUS terrestris,2018,1,0,0,0
nan,BOMBUS pascuorum,2018,0,0,3,0
nan,BOMBUS pascuorum,2018,1,0,0,0
nan,BOMBUS lapidarius,2018,1,0,0,0
nan,BOMBUS pascuorum,2018,0,0,0,1
Indet. Bee,Bombus sp.,2018,0,0,0,2
nan,BOMBUS terrestris,2018,3,0,0,0
Indet. Bee,Bombus sp.,2018,0,0,0,3
nan,BOMBUS pascuorum,2018,0,0,0,2
nan,BOMBUS lapidarius,2018,2,0,0,0
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS terrestris,2018,0,0,0,1
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,1
Indet. Bee,Bombus sp.,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,2
Indet. Bee,Bombus sp.,2018,0,0,0,2
Indet. Bee,Bombus sp.,2018,0,0,0,3
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,2
nan,BOMBUS pascuorum,2018,0,0,0,2
nan,BOMBUS terrestris,2018,0,0,0,1
nan,BOMBUS terrestris,2018,0,0,0,3
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,1
Indet. Bee,Bombus sp.,2018,0,0,0,2
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,0,0,2
nan,BOMBUS pascuorum,2018,0,0,0,1
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,0,1,0
nan,BOMBUS pascuorum,2018,0,0,0,1
Honeybee,APIS mellifera,2018,0,5,0,0
nan,BOMBUS hortorum,2018,0,2,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS pascuorum,2018,0,1,0,0
nan,BOMBUS terrestris,2018,1,0,0,0
nan,BOMBUS hypnorum,2018,0,3,0,0
